feature_index,importance
3948,0.0009300861635979161
5162,0.0009268517468409913
6255,0.0009253164649563801
4376,0.000922579497158699
3822,0.0009220620784838764
7980,0.0009213450349038105
7089,0.0009189605547637897
6562,0.0009172165216567248
4500,0.0009166721634903008
4829,0.000912304068611591
5199,0.0009103211464328947
4705,0.0009054702999426216
9121,0.0009032961840058002
9481,0.0009015840858603591
8223,0.0009009114105479753
1016,0.0008984993520293052
3767,0.0008973460410602607
3322,0.0008930491882531718
4314,0.0008921314264891614
2967,0.0008916404594936484
2846,0.000887342418181216
6925,0.0008868717886430294
4224,0.0008840532824154098
619,0.0008818274232524379
1653,0.0008792362278227705
8496,0.0008761358232306617
629,0.0008745604601108862
3457,0.0008745301721284889
7975,0.0008731607312829149
722,0.0008724865892664541
9837,0.0008713356163180975
327,0.0008711009607009399
6346,0.0008671752726240793
4993,0.000866858634386401
5904,0.00086125123797486
6181,0.0008611890699505482
3239,0.0008597436650212687
4425,0.0008592096584753865
347,0.000858173411767482
5686,0.0008570921787314509
2389,0.0008568452714547174
7918,0.0008550951412207139
2706,0.0008535628232383942
4766,0.0008529509197454693
9592,0.0008508519889593026
8244,0.0008480040539055907
98,0.0008447144925152743
9974,0.0008438072737560105
9889,0.0008398057709398703
4030,0.0008393355106261998
1276,0.0008359684549696897
9972,0.0008357320928715119
7267,0.0008355994347370696
8997,0.0008340654008727083
3769,0.0008285927367798349
5156,0.0008280454978605294
1468,0.0008270775120200841
3479,0.0008266928513970818
5971,0.00082499884822722
3865,0.0008212811016326301
422,0.0008202773126358815
581,0.0008162077815577897
2205,0.0008160880858966457
2413,0.0008158384305204549
4920,0.0008150009419955539
8076,0.0008143426471492347
594,0.0008131493396888542
8003,0.0008099499599723174
5247,0.0008098033454879596
7169,0.000809385493319803
7317,0.0008062172745587802
8905,0.0008043185099526057
1158,0.0008039944338482735
2880,0.0008033493375057082
4498,0.000802714768989975
1496,0.000800440794260863
7616,0.0007996740949153733
5588,0.000799466949555947
4566,0.000796782370522956
1214,0.0007967651389141097
1828,0.0007962605055328334
8408,0.0007958371008285154
2619,0.0007946665700400976
1340,0.0007933743848738025
3198,0.0007930370454122493
5212,0.0007908748994015679
4034,0.0007889332601013513
6577,0.0007827176891956794
9535,0.0007769864182519509
7056,0.0007764646447984977
5130,0.0007763662660623271
2278,0.0007746471030158936
2566,0.0007735431103275933
4061,0.0007731854574511979
8755,0.0007726771508269957
8549,0.0007723001849228208
4037,0.0007712105180963699
1470,0.000771026887693124
3679,0.0007691750584564052
5373,0.0007644575690988259
7545,0.0007612157817248778
8209,0.000761114597438014
5821,0.0007606911078751376
3509,0.0007605835600962309
2270,0.0007598222213640707
159,0.0007583750529860309
338,0.0007579690770059904
2018,0.0007568555693440543
1639,0.0007564516770464946
8267,0.0007558920437150765
8783,0.000753731106018182
3341,0.0007501643695448268
5767,0.0007501602510449207
6217,0.0007482885174331617
9881,0.0007479647682832574
128,0.000746799255411828
8407,0.0007460476663120509
7816,0.00074335812504825
1392,0.0007422745096965659
5930,0.0007412273981459316
554,0.0007407718261753658
3013,0.0007404724630005961
4461,0.0007402220043411446
716,0.0007396250897979545
6129,0.0007386110702169593
4606,0.0007375475553619234
48,0.000737249677327642
3114,0.0007357910537721727
6465,0.0007356832712348372
4769,0.0007356164092396772
3344,0.0007338529257372911
9816,0.0007335155200568692
707,0.0007302343300489718
3442,0.0007270298351820381
1150,0.0007257428012553617
2386,0.0007256877388433134
1242,0.0007247536213173539
9767,0.0007236121351945704
9541,0.00072339927780873
4786,0.0007227297359041252
1553,0.0007219313822256733
7140,0.0007213620308015797
2219,0.000720654859350017
45,0.0007202646439600079
6121,0.0007188569209139339
4563,0.0007183897792282181
6892,0.0007167129372527395
780,0.0007161147620998643
4959,0.0007153450948079571
2577,0.0007133780583709223
6416,0.000712558452056193
9738,0.0007119532057952281
2060,0.0007104897950151458
5908,0.0007099280074506873
5153,0.0007094150214786379
8877,0.0007088581715964644
2730,0.0007055838645320718
9469,0.0007039188172767784
1861,0.0007038874143034617
5063,0.0007030950479041785
6855,0.0007025084703928795
711,0.0007003097071516186
1180,0.0007002739165247848
3640,0.0007001462638839547
6612,0.0007000208291267368
5342,0.0006988717843684196
9274,0.0006979160927262665
5742,0.0006978814374982638
3073,0.0006974372558646966
7967,0.0006965253502780028
8358,0.0006959981216298808
2066,0.0006959539516232158
3563,0.0006959259470392064
2970,0.0006953763596569837
4678,0.0006909101492664037
9560,0.0006907674491108525
6476,0.0006898272949316793
7439,0.0006897935299568983
5447,0.0006887626163863235
6765,0.0006886604632861412
2,0.0006798699095081703
4004,0.0006793769347304776
44,0.0006783919104502632
1865,0.0006779389708125555
4208,0.000676625766154792
1175,0.0006733792423743164
5192,0.0006731273191063957
5524,0.0006719824978981385
8886,0.0006703086594402945
2349,0.0006696779115395076
6571,0.0006694411276613591
144,0.0006692618972849401
1102,0.0006688432348093426
7430,0.0006685093136567856
1004,0.0006674991855081168
8554,0.0006671269364832207
4538,0.0006671168675092283
6104,0.0006640098929139749
1978,0.0006639288017445736
2529,0.0006610215405808793
948,0.0006609463363891171
5956,0.000660681254196791
3814,0.0006592677200018842
5924,0.0006579185044011689
1329,0.0006572793994088955
6649,0.0006564763934226561
2232,0.0006564502439097734
523,0.0006559220508866344
1563,0.0006539533986313128
8914,0.0006537423822684398
7983,0.0006524403597340643
6918,0.0006516523959919215
7322,0.0006515432116960103
4613,0.0006494278814472578
9023,0.000648117384368398
4337,0.000647640292196374
5880,0.0006474453305957414
510,0.0006457229382429312
8833,0.0006446288138457594
4680,0.000644534767120192
6171,0.0006425115165039339
2921,0.0006382004315357532
7614,0.0006359730823895572
7072,0.0006357835959959839
8214,0.0006330844621764313
8345,0.0006328658038585774
659,0.0006325577604391313
2502,0.0006318835443287796
2965,0.0006316518133896398
2163,0.000629337986356172
452,0.000625369319953703
429,0.000624904992062776
2540,0.0006242202617564612
4724,0.0006232896028859598
5426,0.0006214268203109305
5635,0.0006194922559567143
5884,0.0006190841029715115
9726,0.0006178246200456991
3147,0.0006170654256818842
1771,0.0006145596786681347
1176,0.0006143012314414223
8100,0.0006130134875548816
9820,0.0006126048194232149
6859,0.000612316926032131
6891,0.0006119627381621123
7003,0.0006117133108727544
2542,0.0006115044958851358
653,0.0006112060488879815
840,0.0006111351164329446
5094,0.0006107722900064301
7807,0.0006101619833409392
363,0.0006096848826593703
5793,0.0006090676104239302
8917,0.0006090228671180923
2428,0.0006067287631406565
4185,0.0006055861999704961
9859,0.0006053678304124368
3440,0.0006047744742455446
4423,0.0006036622612545507
6498,0.0006028555581303935
6948,0.0006022561101009527
8433,0.0006018813743570234
2687,0.0005982597237193113
7239,0.0005960416320208238
2027,0.0005950170449056571
204,0.0005947323645996392
6110,0.000594620810766766
7467,0.0005917789564354308
320,0.0005913154897895962
6283,0.0005904246138514877
5644,0.0005899062580614271
4670,0.0005886781865367098
3663,0.000588132175304704
667,0.0005880779445304644
7697,0.0005870536871141455
4449,0.0005862316076060332
6414,0.0005862017061009799
8034,0.0005844156436801389
4265,0.0005830112401599393
8263,0.0005829137296962177
467,0.0005825620727155582
9060,0.0005810769996796589
7753,0.0005807402910750269
7393,0.000580687324101937
3649,0.0005806393126659288
9635,0.0005794885300217389
7290,0.0005789161194642404
1017,0.0005781664951296514
9129,0.0005781611354483379
9946,0.000577603294781805
5444,0.0005775744571189531
2416,0.0005775296002994672
2197,0.0005746937075952768
1205,0.0005746784404116239
5420,0.0005745794639595233
276,0.0005739013456637508
9230,0.0005737327346343762
3544,0.0005729257595903827
313,0.0005724285654073989
4422,0.000571927812988653
5124,0.0005681275712134302
7668,0.0005677453628467931
2856,0.000566529243329368
6904,0.0005659855829329525
4256,0.000564033944527547
7600,0.0005628218421779063
2438,0.0005617143252789347
8719,0.0005599578492757655
5514,0.0005587060615705999
8332,0.000558655976350127
3178,0.0005576111733203386
9277,0.0005571718025841082
9966,0.0005561500258498564
4923,0.0005557744725631702
8838,0.0005552041044771368
6911,0.0005541851096981834
7171,0.0005540019591419591
2072,0.0005525714366935666
4347,0.0005509732397628517
4817,0.0005507132729581974
574,0.0005493863692176341
2398,0.0005485711374484239
8707,0.0005485018977209092
7808,0.0005467758789590159
36,0.0005458563390116541
3461,0.0005436201052855739
5152,0.0005426901339734409
9344,0.0005423073940747529
141,0.0005421220766040935
6259,0.0005420791948416217
6959,0.0005411142770253928
5695,0.0005400248676344269
6780,0.0005399018585432415
2138,0.0005392408871145314
3156,0.0005389792568884726
4840,0.0005387741761259679
119,0.000538336808938336
9580,0.0005374593603652406
9644,0.0005372304973233098
6210,0.0005356111675818927
7244,0.0005351757340373932
7653,0.0005326961831512125
4140,0.0005320198966313936
15,0.0005318340724893595
9325,0.0005314450187874255
6391,0.0005312741875662907
3809,0.0005308279407840396
9590,0.0005301150802527731
4295,0.0005293206150281714
3536,0.0005292761916770273
3675,0.0005289552043074285
6898,0.0005285809193014252
1627,0.0005281051644296197
8119,0.0005279555514979016
4000,0.000527760492659643
5798,0.0005276458112374944
3777,0.0005261132141709202
1188,0.0005257027421824174
9849,0.0005256716339082242
5596,0.0005253914262026169
4483,0.0005233138016546737
7525,0.0005224016990887043
7646,0.0005221739962783585
4933,0.0005213541845488986
1262,0.0005206582383533541
8206,0.0005206060947567841
2660,0.0005200077175111487
1974,0.0005199099759882111
5542,0.0005197741881621002
3623,0.000517697762744514
7042,0.0005172791229743909
4480,0.0005167710939731715
372,0.0005162955401989911
2298,0.0005160920076266898
8678,0.0005159321185572583
1559,0.0005153116031664088
9781,0.0005148793479084276
7573,0.0005147861783182918
2154,0.0005146926248209831
9719,0.0005143826549354927
8686,0.0005142376779937844
6735,0.0005120555230314033
8570,0.0005109936623805123
7597,0.0005104427126104528
1116,0.0005104312893389441
7677,0.000509821006048445
7615,0.0005094936762083209
9278,0.0005094283645504787
465,0.0005091291933485972
4731,0.0005091118971579172
5324,0.0005083018870278295
3266,0.0005082806599949728
4242,0.0005079263375409263
4237,0.0005068447337133443
6684,0.0005068441131870191
6041,0.0005055394125858876
5453,0.0005053193448216391
1075,0.0005052358186178317
4827,0.0005048795483920517
6458,0.0005048115477115564
5769,0.0005047748718550603
3650,0.000504511702888412
3977,0.0005044509656310937
5670,0.0005043543423838882
630,0.0005042817032824271
4397,0.0005037737707715645
8339,0.0005034768459841698
3500,0.0005033129245507558
8295,0.0005032467238259947
1970,0.0005028027771609632
1292,0.0005022956905889613
5136,0.0005021868440641714
6077,0.0005020691287668174
2388,0.0005020123440149369
8073,0.0005018697363533546
3939,0.0005015779319987308
3206,0.000501221174676929
5664,0.0005002920916128936
7062,0.0005001031823500057
9759,0.0004995185563355926
4182,0.0004990910624976527
8673,0.0004986172936704589
8202,0.0004986098450396006
9954,0.0004982165737655228
443,0.0004979174734168657
5346,0.0004977709640577695
8311,0.0004975477745001318
6865,0.0004974146459450928
7414,0.0004972454217547126
5374,0.0004971818714095435
1557,0.0004970188557338493
2888,0.0004961229825727879
6123,0.0004952503114399534
5720,0.0004947665927229392
6268,0.0004946479858016022
102,0.0004946220770688444
7725,0.0004938482723599576
4088,0.0004937454012894434
5889,0.0004934509835483298
5317,0.0004933154186952583
1191,0.0004927553796016215
2860,0.000492527049080965
7818,0.0004923783015897708
6884,0.0004922403905427803
885,0.000492159628323837
5487,0.000491677679761367
6505,0.0004914457053824206
1540,0.0004914110389831657
3387,0.0004912779515764916
8786,0.0004909194228324022
1455,0.0004907195254134347
4499,0.0004904869135341671
4860,0.0004902406718179823
2193,0.0004898655371963867
7612,0.0004896979998026181
8697,0.0004896603185316025
3895,0.0004887334654666282
7509,0.0004883763882469889
1628,0.0004860415339685933
3215,0.00048571515735831334
9564,0.0004856285404293633
4971,0.0004855473031663916
7838,0.00048534134156722917
1222,0.00048475043468853185
6114,0.00048425590422900163
8548,0.0004842394741240405
6550,0.000483909498924298
2149,0.00048374653699321006
3348,0.0004837016756121062
4709,0.00048322651265475807
9831,0.0004829058045439967
7037,0.00048261173249915213
2445,0.00048228029492860245
6224,0.00048155103012022515
685,0.00048153425862376573
896,0.000481474342972445
225,0.00048140873018650854
2142,0.00048131745861571326
7640,0.000481013954731363
4073,0.0004807187041547753
2964,0.00048070397047608894
7945,0.000480599696105649
5952,0.00047981144035277347
5225,0.00047961094645262796
5755,0.00047907836550593446
5267,0.000478968148864307
9701,0.0004782064140175543
7729,0.00047817992919803304
9645,0.0004773140763429241
8749,0.00047697372113709335
4503,0.0004763954058472077
4726,0.00047637197666914824
145,0.00047621496415368786
1618,0.00047609546576072345
107,0.000475484121801494
8015,0.0004752007926240807
5357,0.0004745312841644941
7920,0.0004741495048583108
1198,0.0004740257945725159
8369,0.00047394044821056887
6857,0.00047392875872657997
4625,0.00047364813309319626
776,0.00047343436580076707
4716,0.0004733760527798959
7739,0.00047318334370426813
1047,0.00047207776148921657
7019,0.0004719263946493499
2677,0.00047161970306962254
172,0.0004709282969165424
9474,0.0004709138460378855
834,0.0004708023778898467
3134,0.00047070887304561526
3525,0.00047033427600624215
2976,0.00047021760098045387
527,0.00047006666217352
9818,0.0004698423922442097
8377,0.0004696944265746307
3539,0.00046937392704644014
9804,0.00046893866830137557
7264,0.0004686918794227915
4804,0.00046867199501164435
8763,0.00046845254826156907
4580,0.0004683762853196622
317,0.0004680910079618217
47,0.00046797414987968436
3938,0.000467821185986742
9443,0.000467472447080268
7548,0.00046721615645570674
7360,0.00046691837820640915
3619,0.00046630403699434304
4773,0.00046588299739348354
5010,0.0004654118961683069
2455,0.0004649595377210194
4952,0.0004637959078357076
9090,0.0004628317643764823
3884,0.0004627519698659256
6613,0.000462342947899332
3468,0.00046150292652136373
3324,0.000461497006129858
3435,0.00046112930328440845
6027,0.00046096772603166914
8588,0.00046096159841684285
6194,0.00046043936309132105
9787,0.0004601939825152149
4830,0.0004599400486800661
3382,0.0004594832147084825
4146,0.00045946057856568914
7447,0.00045943039562074584
835,0.0004587276049546499
8022,0.00045867522465434756
6810,0.0004581182182804447
8274,0.0004577821413503526
8839,0.0004572981296748981
6739,0.0004566485910656242
1390,0.0004558212096305172
3100,0.0004557317083008959
8615,0.00045560727948256574
892,0.0004553358870559431
1050,0.0004551519365329433
3688,0.0004546671182045857
7767,0.00045454829334252273
2206,0.00045453471678700305
1061,0.0004542792857668315
1586,0.0004540780978622385
4039,0.00045363760962932777
2351,0.00045346368121359284
1381,0.0004531407088939759
6029,0.00045301709714284114
6369,0.00045264822183994143
6527,0.0004521509177614766
5417,0.00045209681576441693
3053,0.0004520649259049026
20,0.0004515726062268294
1734,0.0004514185651079535
5863,0.0004514169281909066
1170,0.00045044946627148015
6012,0.0004498159763277731
9861,0.0004494139416882474
2625,0.0004492496232784431
8472,0.0004491287893816482
6754,0.00044911225527795437
3216,0.0004490277408581262
5020,0.00044883837955145343
164,0.000447401268493041
9893,0.00044737783223156567
5240,0.00044720820802787676
4029,0.00044694100101888237
7416,0.000446732105256984
2987,0.0004465751094985659
2166,0.0004458787171640787
1332,0.0004457525920110405
5214,0.0004457337965662596
3282,0.0004451640999404162
7057,0.0004450624476619767
3129,0.0004448358457781167
7379,0.0004447673478555226
6565,0.00044390040434061937
3739,0.00044342651497741956
480,0.00044326881619233385
2108,0.00044248525802564886
3350,0.00044235156300722803
482,0.0004423299682431592
9944,0.00044212626093182773
1874,0.0004420997627815179
2749,0.0004420567656615192
7960,0.000441728859841267
9171,0.00044169899024338927
2770,0.0004415383028176961
182,0.00044127798246713283
3059,0.00044070561236197797
3325,0.0004405360608633856
6969,0.00043987935083417953
5570,0.00043957665590600546
9399,0.0004392382146629338
7757,0.00043884391933374993
9354,0.00043876415769244695
8894,0.0004384940874384764
8114,0.00043829372094919674
108,0.0004379836378164364
549,0.0004378143370039014
7972,0.00043780431676663004
8607,0.0004377325466919776
4879,0.0004370074851987215
1561,0.0004368459193582242
4888,0.00043634841472775873
8945,0.0004361970970662323
8297,0.00043588016977866837
9038,0.0004355800362218009
9260,0.000435189752585961
3044,0.00043490714109559403
2023,0.00043466282009729107
4806,0.00043410018883229104
831,0.00043382874489145113
5579,0.00043381555097638343
9049,0.0004337641335456381
2659,0.0004336877529251698
1463,0.00043334647056889676
8190,0.0004330184434063311
5486,0.00043293084261519386
4849,0.0004321041795642002
5825,0.0004318379537694703
3505,0.0004318333121834999
5383,0.00043151523356150986
9812,0.00043129809265126843
3689,0.0004310439104952803
9727,0.0004309822145447692
9552,0.00043057776836812474
8789,0.0004303050490004454
4401,0.00043022781351363714
3097,0.00042953781628172447
5495,0.000429534731089235
5070,0.0004293959854007983
5189,0.0004289166218714896
2248,0.00042864750269895895
626,0.00042863550163558763
241,0.0004280696901666265
3027,0.0004280387961605667
676,0.00042764777929241783
3245,0.00042750959400525234
9561,0.0004272917224085557
2859,0.00042729060988908307
5170,0.00042705839142125057
5704,0.0004269144012180031
6087,0.0004267129254168363
233,0.0004263668563241918
7962,0.0004256769208859502
6031,0.0004255642354783356
6303,0.00042544740436065013
8597,0.0004252624092297655
9146,0.0004249609043940572
3934,0.0004236564077756064
274,0.00042347008418213534
2710,0.0004232051160767795
9801,0.0004230785923272731
2178,0.00042303799249249446
6256,0.0004229185481801066
8684,0.0004228587973454913
5052,0.0004227272014021103
2167,0.00042150715907039607
1117,0.00042146173106113316
6640,0.00042142789427885137
5391,0.0004209304336425632
2555,0.0004207686383418209
1924,0.00042062202357189335
3521,0.0004204724002605832
8499,0.00041990991761677683
1987,0.00041948777486923336
8112,0.0004194322837591194
5947,0.0004184347157767672
5633,0.0004182200377823042
100,0.0004172579112038051
3893,0.0004169721804139146
3565,0.00041686099982073425
4081,0.0004163378647436473
7795,0.0004162499494376877
7578,0.0004162292052410205
2866,0.0004151120872641495
1813,0.0004150302901622952
5691,0.00041488667730428573
7886,0.00041481145871360444
1002,0.00041450765870916674
9172,0.0004135042957563706
7952,0.0004126863292019359
9267,0.0004124934854181743
2420,0.0004120020060238754
8864,0.0004119298043749522
364,0.0004119246323350403
8622,0.00041181050022782696
7349,0.0004115295315734193
9153,0.00041142663430172497
3269,0.00041131333295320446
4921,0.0004108864341546292
4147,0.0004108062040628815
6144,0.0004106728202925524
944,0.0004106381309501507
1756,0.0004106369738408982
2853,0.00041038626187177773
9284,0.0004102099272731341
5019,0.0004100467949622667
2642,0.0004099205715251455
4635,0.0004098884202658614
2379,0.0004095096916177
4271,0.0004091833404557968
8033,0.0004088568794992048
5833,0.0004084532342781806
3683,0.00040827422982658607
1361,0.0004081563417186237
7301,0.0004077108912673777
6122,0.00040768402956561234
3522,0.00040755112542028204
1804,0.00040748195389148605
2057,0.00040738321703394695
3833,0.0004073755197751524
6056,0.00040726727950972293
7286,0.00040687787830372043
4482,0.00040618561634215926
9724,0.0004060489525616701
2469,0.0004059832501215494
9471,0.00040597966457544323
9084,0.0004056736596557062
9006,0.00040526404896294754
7311,0.00040476025611612906
2594,0.00040474629441836815
6538,0.00040426466703921373
3057,0.0004039910631048936
8079,0.00040393849190837076
6120,0.00040352157882778
6924,0.00040349402921220206
5662,0.000402856034479018
7819,0.00040235232462304164
285,0.00040210902846355887
5473,0.00040200229767508103
9499,0.0004018642434508401
5649,0.0004018274950099269
6816,0.00040171995858208245
8160,0.0004016680149118476
1376,0.00040159700197198145
3946,0.00040110403006458683
8552,0.00040062998420825656
9826,0.00040057246517615955
513,0.0004004936639618504
7425,0.00039931270314370345
8964,0.00039864220404553486
8004,0.0003986171490236927
2153,0.0003980035404751484
7804,0.000397984462642133
3741,0.00039790927580947064
9179,0.0003977855565226634
4346,0.0003977401237667502
8526,0.00039756764372776655
2877,0.0003975204558091838
8484,0.0003975174858231717
9493,0.0003967141524160143
2528,0.00039528070755119474
2329,0.0003947855092815615
4605,0.0003946794266421694
3821,0.00039465374583314374
5251,0.0003944234424445368
6239,0.0003942263755151896
4648,0.000394192188991558
6523,0.0003936951007008682
4995,0.0003936758297144176
9022,0.0003930037130956722
8125,0.0003927841384390581
8731,0.0003927745499295255
6992,0.0003925517395010111
9335,0.0003917441735840504
5276,0.0003911663110165698
7887,0.00039083821376828754
7461,0.00039078257406004456
563,0.00039055929495445904
3684,0.00039020987360121137
7471,0.00038977054906687655
8956,0.00038966804875175195
6516,0.0003895178182705862
3890,0.000389362933989903
1093,0.0003893472413012195
3148,0.000389178240135037
6233,0.0003889435933155465
1303,0.00038871994318151427
9751,0.0003881404778200054
1863,0.0003876746076250505
5320,0.00038749172770435674
2722,0.00038747948540676045
196,0.00038747112258186693
1591,0.0003870518111293128
2101,0.0003870221119406292
6174,0.00038679869221960953
2017,0.00038658601977471096
3892,0.00038637374020696015
5709,0.0003859324975777807
3754,0.0003848851760619474
9461,0.0003844208613994204
7841,0.0003841838679688274
6378,0.00038418036907276445
5683,0.0003840992745587949
8132,0.0003836676185792912
8949,0.0003836015391146022
8901,0.00038341702193574
5040,0.00038291127337614696
8908,0.0003826732861713434
9977,0.0003825842910816742
5296,0.0003823398668777883
7274,0.00038231091610994937
9857,0.00038174321594175794
3314,0.0003816171968213895
1374,0.0003816116220447866
1389,0.00038159314524815503
7711,0.0003812802208285169
7195,0.00038122592456742973
7579,0.00038077934760201866
4167,0.0003807374412723188
590,0.00037978624497941085
679,0.00037973854779800733
6970,0.00037961438919367513
7882,0.0003787982470495577
597,0.0003785579661327463
6977,0.00037849540599052377
9276,0.0003784000155945072
4877,0.0003783910171202747
7212,0.0003782884247497036
2881,0.0003777075686674964
6601,0.00037770465241601105
5117,0.00037754882365371534
6897,0.0003773979998789954
2954,0.00037724475328283774
5228,0.0003771544397139602
3873,0.0003771114674320453
8581,0.0003767877317848842
7661,0.0003767875928523045
3841,0.0003766713469143184
3768,0.00037646403821932047
1799,0.00037629351795641223
3180,0.0003761213677439515
4743,0.0003759782389760644
6076,0.0003759533307714521
7546,0.0003759217780691186
6616,0.00037541070150880977
6547,0.0003753358346945458
8656,0.0003752855474489492
4275,0.00037510098777005256
8921,0.0003744667618515589
193,0.00037442267053409425
6089,0.0003742458590690457
6354,0.0003739452012910447
356,0.00037372859094360133
3595,0.00037366127819446937
4727,0.00037365477533103636
9674,0.00037313575975239476
8045,0.0003731160849891318
2727,0.0003728333290841094
7948,0.0003719771890082959
558,0.00037164164748626364
5505,0.00037103030849359086
277,0.0003709088454886269
4225,0.0003707247843839475
8989,0.0003704629896122763
2937,0.00037045776491384893
9800,0.0003703736980886197
9096,0.0003702392636641818
5344,0.00036983166471203145
2783,0.0003694216329731283
4738,0.00036868198708847394
846,0.00036781542921633534
3355,0.00036768522290094756
9784,0.00036764943212766915
49,0.0003671614778410871
805,0.00036677250801755935
1661,0.00036657128350796385
8606,0.00036653717916411
1599,0.00036647360580789655
610,0.000366239090986511
1614,0.0003661648445253674
5612,0.00036610170851620336
4674,0.0003655580553963924
1112,0.00036512507109338855
2328,0.00036508915964585873
4522,0.0003648206540130843
6298,0.0003644761053269414
7249,0.0003644665354248662
6899,0.0003640264755002734
3173,0.00036391170372307365
3764,0.0003633178999754757
224,0.0003630177929215834
4761,0.00036222050946763416
493,0.00036217680172143324
2312,0.00036202763321008106
3166,0.0003620079006572631
8820,0.0003617497518754696
6759,0.00036034285366160374
8019,0.00036031622856087396
4634,0.0003599859856443185
7500,0.00035985958694175916
3251,0.00035971844518558547
9886,0.0003596120484479445
6277,0.00035959174310995864
9982,0.0003587384456277569
5716,0.00035851164792373593
6437,0.0003584976110615622
1941,0.0003582007196993607
2538,0.000358068524151303
5222,0.0003580679968705264
6148,0.00035793009103328866
5446,0.0003577863254100651
4398,0.0003577450350485562
7002,0.0003577343599232847
3968,0.00035766091816449586
9624,0.0003570329289125716
4722,0.00035656645858131214
4978,0.0003564713085320759
6360,0.0003564289812975716
2074,0.00035629154876901624
387,0.00035584588247411926
9167,0.00035535115108040443
341,0.00035449934610034617
968,0.00035388948230214936
9124,0.00035373619625570836
8994,0.0003535749122011852
8101,0.0003526191788430338
5659,0.00035227803925400313
4568,0.00035195638689435667
6043,0.0003518590777421689
7508,0.0003518528048868067
3749,0.00035133974940012544
1533,0.0003509750090210895
4637,0.00035028341134152167
4205,0.0003502164930945588
7990,0.000350076306142545
252,0.00034952474132744614
7783,0.00034903940731708446
184,0.0003488436846661501
3307,0.0003474973209722753
5239,0.0003473891300030587
2656,0.0003473737040749385
9569,0.00034677670139311424
